text,sentiment,source
@CNNPolitics Except when it comes to Dreamers or healthcare or climate change disasters. It is too hard to listen tâ€¦ https://t.co/0k86ZnjvQz,positive,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5: Vox https://t.co/C1UsPibzKJ,positive,Dataset B
It's un-American to fight congress in declaring climate change,neutral,Dataset B
Under current administration there is 0 concern about climate change in the US https://t.co/tHmExbVWFa,positive,Dataset B
"@TomSteyer Tell TRAMPðŸ¤ªclimate change will KILL HIS GOLF COURSES!
(It actually will).
Meanwhile:
#impeachtrumppence 
#TheResistance",positive,Dataset B
"This graphic explains why 2 degrees of global warming will be way worse than 1.5
 https://t.co/J9CgCzkq16",positive,Dataset B
"Pentagon scraps climate change from a new strategy, even though the Defense Secretary has said it's a threat https://t.co/cmMeDbYl3X",positive,Dataset B
"Right, global warming hoax comfirmed. If the earth is heating up why is there more snow than usual in the Europeanâ€¦ https://t.co/RTtfYSrh8i",negative,Dataset B
"Commentary: With talk of â€˜mini #ice age,â€™ #global warming #debate may again be about to change - https://t.co/RYfYvOp84C",neutral,Dataset B
"Pentagon removes climate change from strategy doc https://t.co/pKtCb3HzRk 
Bad move b/c climate change is real, pplâ€¦ https://t.co/IxL1HOYsEm",positive,Dataset B
@SenSchumer @realDonaldTrump Hes not a bright man. Also said we 'could use some of that good old global warming' beâ€¦ https://t.co/ZbDpx35inp,positive,Dataset B
"Scaramucci defends deleting old pro-Hillary Clinton, anti-climate change denying, pro-gun control tweets after b... https://t.co/x8eDLq5ncA",neutral,Dataset B
Important read regarding climate change. â€œOne of the paradoxes of climate change is that the worldâ€™s poorest and moâ€¦ https://t.co/XACcPWqhfq,positive,Dataset B
"Commentary: With talk of â€˜mini ice age,â€™ global warming debate may again be about to change https://t.co/kOenZ9SpCOâ€¦ https://t.co/favMUaZrai",neutral,Dataset B
@void_gender global warming,neutral,Dataset B
Does global warming exist?,neutral,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5 https://t.co/eElmkz4ay2 via @voxdotcom,positive,Dataset B
What kind of emoji do you need to talk about climate change? https://t.co/DkBTJ2TJZI @paltoniacom aracÄ±lÄ±ÄŸÄ±yla,neutral,Dataset B
"@KenDilanianNBC Gonna be so wonderful to watch Oâ€™bummer crash and burn. So much for global warming, all the snowflakes are gonna melt soon.",negative,Dataset B
"Commentary: With talk of â€˜mini ice age,â€™ global warming debate may again be about to change https://t.co/18nar0JZuK via @theblaze",negative,Dataset B
@BrianBeckner @romsho Using my #PMA towards this supposed libtard idea called global warming.,negative,Dataset B
"@JSeramba @nowthisnews You know, you could ever be a refugee because of global warming causing floods and desertifiâ€¦ https://t.co/tHC1zeDcx3",positive,Dataset B
Bitcoin is causing climate change. https://t.co/7fMj9hfzMi,positive,Dataset B
"@mbhey131 Just like climate change, big deal is long term.",positive,Dataset B
Finally -12 below in Nome... climate change is over allâ€™s well... except we should leave the 1002 area alone just Iâ€¦ https://t.co/kgdhwY6ZTW,neutral,Dataset B
Society saves $6 for every dollar spent on climate change resilience https://t.co/QSJW1tV1bn,positive,Dataset B
"Climate injustice is when minority and low-income communities are disproportionately affected by global warming. 
Lâ€¦ https://t.co/2UgcV40zSz",positive,Dataset B
Society saves $6 for every dollar spent on climate change resilience https://t.co/UpY9bvvbGk #environment,positive,Dataset B
@MikeKGilmore @Pol_PoTrump Yeah global warming is like the shit bro i hate the cold. Every genius knows that,neutral,Dataset B
@PeterGleick Proactive engineered solutions will be required to actually address climate change.,positive,Dataset B
Society saves $6 for every dollar spent on climate change resilience https://t.co/QX5sfIaeI5,positive,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5 - Vox https://t.co/LUCrscB0UF,positive,Dataset B
#climatechange Vox A government shutdown will interrupt critical climate change research Vox A time-lapse image ofâ€¦ https://t.co/WRiPQ7wjwe,positive,Dataset B
Via @voxdotcom: A government shutdown will interrupt critical climate change research https://t.co/gAn8eqabKM https://t.co/fh3GEy0nVg,positive,Dataset B
"drill off our shores and deny the effects of climate change, waste taxpayer money on an unnecessary wall while Amerâ€¦ https://t.co/ZfTBy2xap3",positive,Dataset B
@SenSchumer It doesn't even fight climate change and the canonization of Pewee Herman ...,positive,Dataset B
@davidsirota We've reached the point where the potential for extinction from catastrophic climate change is a mitigâ€¦ https://t.co/BqXJRaFDfl,positive,Dataset B
"@Bubbafett33 @Brendan_Frank So: burn oil, make money, And live in climate change denial.",positive,Dataset B
A government shutdown will interrupt critical climate change research https://t.co/zGupex95jU via @voxdotcom https://t.co/1vuQzGgvyi,positive,Dataset B
"-Every year it's getting hotter due to human-caused #climate change.
-Every year climate scientists produces greatâ€¦ https://t.co/3bvYFKPljs",positive,Dataset B
@djrothkopf Truth ! I also noticed that the trolls will harrass people if they talk abt climate change or the NRA . (Just blocked a troll).,neutral,Dataset B
"This issue needs to be at the forefront of the policy debate, of course climate change is a national security risk. https://t.co/MdaFSvrbMa",positive,Dataset B
"Our top officials aren't really worried about our national security. If they were, they'd address climate change &amp;â€¦ https://t.co/UvxFTdoO9r",positive,Dataset B
@tmore3 Well we have 'climate change managers' in our cash-strapped hospitals so why not? When you've fallen out ofâ€¦ https://t.co/ku4U0k95sA,neutral,Dataset B
PA15/Art12. Parties shall cooperate in taking measures to enhance climate change education.'â€¦ https://t.co/9qDohQuvnb,positive,Dataset B
@TechniSport I would pick both animals and climate change but climate change because us humans are causing it and iâ€¦ https://t.co/mMkzX03X2w,positive,Dataset B
off.' I enjoy seeing cops get the power to prevent global warming doctored supposed scientific data.,negative,Dataset B
Stop the death &amp; destruction that the global billionaire oligarchs are creating through climate change as they... https://t.co/lI8Rh5WCLw,positive,Dataset B
@benwikler Someone should tell him that climate change will mean sharks in the lobby of Trump Tower,neutral,Dataset B
A long-simmering factor in Iran protests: climate change #politics,positive,Dataset B
Winters like these make me think that global warming is fake,neutral,Dataset B
"True global warming would mean every year would be warmer than the previous, huh? https://t.co/l6opH4CHbE",neutral,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5 https://t.co/2mHJh3zAbB,positive,Dataset B
What is the right goal or should you even set a goal around climate change at your business? If you do set a climatâ€¦ https://t.co/7HhB2FBoRh,positive,Dataset B
This chem book keeps ranting about climate change in every chapter and its fucking disgusting.,negative,Dataset B
The entire global warming mantra is a farce. Enlist in the #USFA at https://t.co/oSPeY48nOh. Patriot central awaitsâ€¦ https://t.co/LYk3ZO7MhN,negative,Dataset B
"Amnesty&amp;Greenpeace: With impacts of climate change, the risk of displacement may reach catastrophic proportions.'â€¦ https://t.co/f6S3oWzAMR",positive,Dataset B
"Commentary: With talk of â€˜mini ice age,â€™ global warming nuts may have to change the name of their movement yet agaiâ€¦ https://t.co/rV1GVH4U2i",negative,Dataset B
"@shawnrichison @globeandmail @GlobeDebate A) climate change is again a broader, complex issue. You're dumbing it doâ€¦ https://t.co/Ly5u62SJRn",positive,Dataset B
"@NoTricksZone The first three of your papers I looked at were about the Holocene, not todayâ€™s climate change. I donâ€¦ https://t.co/OxThaUmChi",neutral,Dataset B
Ask a Scientist from Binghamton University: Can we overcome global warming? https://t.co/NYc0Te8Fk6,positive,Dataset B
"Can we get global warming going, the manatees in fL would appreciate it. #GlobalWarming And why are we worried abouâ€¦ https://t.co/dDFlEmvJZb",negative,Dataset B
Alberta government cool on controversial climate change speaker https://t.co/jgxCXJM9RF,neutral,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5 - Vox https://t.co/fapIprMmYm,positive,Dataset B
Here's how much it would cost if climate change wrecked your city https://t.co/qQYYKREEuR,positive,Dataset B
â€œI know what voice we need to elevate as the government is shutting downâ€”an anti-trans climate change denierâ€,positive,Dataset B
#CcNonodoSUR 5677-How do we know this climate change thing is even real? https://t.co/jdTNfHeQXe https://t.co/H5kApH7myU,neutral,Dataset B
"Inspiration, global warming",neutral,Dataset B
@dusterdog1 doodle fear not cause global warming will be the next worst thing it melt off the effects of the ice age ya know,positive,Dataset B
"@martynpeel @TheO530CarrisPT Never mind a Brexit recession, Leave voters don't believe in climate change https://t.co/YupEek9tm2",positive,Dataset B
"@RepStevenSmith @TexasScottLee Itâ€™s global warming, I meant internet, so theyâ€™re all gonna skate...",neutral,Dataset B
"Its not about blame, with climate change it may be simply about 'fighting off the cold'. Give the four #seasons their due. #Care",negative,Dataset B
We must fight climate change in order to save the Musk Ox. https://t.co/toQ3iwJCDz,positive,Dataset B
This graphic explains why 2 degrees of global warming will be way worse than 1.5 https://t.co/xQMYJ2TXcP,positive,Dataset B
@CBSNews More extreme climate change warming effects due to pollution,positive,Dataset B
Why the hell is Andrew Neil retweeting climate change deniers Global Warming Policy Forum? I've long suspected he lâ€¦ https://t.co/1QgKOw3yer,positive,Dataset B
@secretly_snarky A concerning amount of the population died last year due to climate change...so...thatâ€™s sad :/,positive,Dataset B
"2017: A year of drastic climate change, both environmentally and politically https://t.co/OJLfd0DH4k",positive,Dataset B
"Heart-warming to see others using poetry to inspire action on climate change.

You can also purchase a collection oâ€¦ https://t.co/hSKBBUkPJl",positive,Dataset B
Society saves $6 for every dollar spent on climate change resilience https://t.co/CiNRn8GqS1 #AGENDA21 #SUSTAINABILITY,positive,Dataset B
"@MarkRuffalo So you advocate for climate change? Didn't think that one through then? Ok, nice chat.",neutral,Dataset B
"@OKIndian1 Its a money grabbing scam just like the global warming money, economic redistribution https://t.co/aLXd3ItguS",negative,Dataset B
@ughhNikki isnt the global warming machine working bad though? ðŸ˜…,neutral,Dataset B
Oh the chill in the morning today! I wish there was a way to correlate this to global warming. Erratic weather pattâ€¦ https://t.co/fiG7ZjKWQw,positive,Dataset B
Shuffling like penguins so we could all see the impact of global warming on Antarctica @UniCamPrimSch https://t.co/fmmsitg2Tj,positive,Dataset B
"FEATURED: @ewbuk brings people, ideas and engineering together to address the effects of climate change, resource dâ€¦ https://t.co/n06mNuXPpJ",positive,Dataset B
"In a parliament which includes climate change deniers, austerity junkies &amp; voracious vandals of the cultural &amp; sociâ€¦ https://t.co/UkvDtxGU5o",positive,Dataset B
The â€œdouble injustice of #climate changeâ€: https://t.co/clGO9huxi7,positive,Dataset B
